Rank,Name,Worldwide Box Office,Movies,Average
1093,Samantha Jayne,"$104,304,248",1,"$104,304,248"
1094,Arturo Perez,"$104,304,248",1,"$104,304,248"
1095,David E. Talbert,"$104,189,940",5,"$20,837,988"
1096,Joshua Logan,"$104,099,280",5,"$20,819,856"
1097,Haiqiang Ning,"$103,712,262",5,"$20,742,452"
1098,John Carney,"$103,668,782",5,"$20,733,756"
1099,Trey Parker,"$103,613,701",3,"$34,537,900"
1100,Richard Lester,"$103,393,451",8,"$12,924,181"
1101,Stiles White,"$103,300,632",1,"$103,300,632"
1102,Paul Demeyer,"$103,284,813",1,"$103,284,813"
1103,Stig Bergqvist,"$103,284,813",1,"$103,284,813"
1104,Wally Pfister,"$103,039,258",1,"$103,039,258"
1105,Tom Holland,"$102,756,798",6,"$17,126,133"
1106,Gene Saks,"$102,368,900",6,"$17,061,483"
1107,Mark Levin,"$102,326,652",2,"$51,163,326"
1108,Enrique Gato,"$102,168,765",3,"$34,056,255"
1109,Brad Anderson,"$101,994,646",13,"$7,845,742"
1110,William Dear,"$101,875,253",6,"$16,979,209"
1111,Drew Goddard,"$101,862,076",2,"$50,931,038"
1112,Jennifer Flackett,"$101,857,425",1,"$101,857,425"
1113,Richard Starzak,"$101,850,986",1,"$101,850,986"
1114,Mark Burton,"$101,850,986",1,"$101,850,986"
1115,Wai Man Yip,"$101,381,397",5,"$20,276,279"
1116,King Vidor,"$101,289,510",10,"$10,128,951"
1117,Konstantin Feoktistov,"$101,281,586",10,"$10,128,159"
1118,Yuen Fai Ng,"$100,730,000",1,"$100,730,000"
1119,George Seaton,"$100,489,150",3,"$33,496,383"
1120,Eugenio Derbez,"$100,486,616",1,"$100,486,616"
1121,Mervyn LeRoy,"$100,435,602",9,"$11,159,511"
1122,Stephanie Ma Stine,"$100,309,595",1,"$100,309,595"
1123,Takashi Miike,"$100,139,668",23,"$4,353,899"
1124,Zhao Wei,"$100,030,000",1,"$100,030,000"
1125,Pat O’Connor,"$99,764,393",6,"$16,627,399"
1126,Steven E. de Souza,"$99,423,000",1,"$99,423,000"
1127,Park Hoon-jung,"$99,366,989",9,"$11,040,777"
1128,Roland Joffe,"$99,250,644",12,"$8,270,887"
1129,Steve Williams,"$99,010,667",1,"$99,010,667"
1130,Jerry Paris,"$98,916,205",2,"$49,458,103"
1131,Callie Khouri,"$98,870,825",2,"$49,435,413"
1132,Zhang Mo,"$98,648,583",2,"$49,324,292"
1133,David Kellogg,"$98,419,385",2,"$49,209,693"
1134,Kenji Nagasaki,"$98,381,259",3,"$32,793,753"
1135,Kevin Tancharoen,"$97,690,017",2,"$48,845,009"
1136,Jorge R. Gutierrez,"$97,651,543",1,"$97,651,543"
1137,Chen Xiaoming,"$97,591,119",2,"$48,795,560"
1138,Seong Su Kim (김성수),"$97,554,374",3,"$32,518,125"
1139,Craig Brewer,"$97,532,770",5,"$19,506,554"
1140,Pan Zhang (章攀),"$97,432,592",1,"$97,432,592"
1141,Anees Bazmee,"$97,406,812",7,"$13,915,259"
1142,Chris Addison,"$97,389,568",2,"$48,694,784"
1143,Tetsuro Kodama,"$97,242,192",1,"$97,242,192"
1144,John Ford,"$97,235,082",21,"$4,630,242"
1145,SJ Clarkson,"$97,080,192",2,"$48,540,096"
1146,Hal Ashby,"$96,884,709",10,"$9,688,471"
1147,Stuart Hazeldine,"$96,860,808",2,"$48,430,404"
1148,Ding Liang,"$96,784,216",1,"$96,784,216"
1149,Eric Warin,"$96,610,440",2,"$48,305,220"
1150,Will Finn,"$96,590,394",2,"$48,295,197"
1151,Eric Summer,"$96,589,789",2,"$48,294,895"
1152,Andrei Konchalovsky,"$96,479,187",5,"$19,295,837"
1153,Harold Cronk,"$96,393,509",6,"$16,065,585"
1154,Ryuichi Hiroki,"$96,363,629",10,"$9,636,363"
1155,Gregory Plotkin,"$96,254,257",2,"$48,127,129"
1156,Jun Falkenstein,"$96,213,813",3,"$32,071,271"
1157,Tom Hanks,"$96,006,551",2,"$48,003,276"
1158,Eddie Murphy,"$95,857,262",1,"$95,857,262"
1159,Fred Zinnemann,"$95,828,122",9,"$10,647,569"
1160,Eric Bress,"$95,763,816",2,"$47,881,908"
1161,J. Mackye Gruber,"$95,638,592",1,"$95,638,592"
1162,Lars Von Trier,"$95,480,339",14,"$6,820,024"
1163,Deon Taylor,"$94,863,516",11,"$8,623,956"
1164,Bin Huang,"$94,708,479",3,"$31,569,493"
1165,Stanley Donen,"$94,671,335",15,"$6,311,422"
1166,Chang-min Choo,"$94,603,409",3,"$31,534,470"
1167,Kay Cannon,"$94,523,781",4,"$23,630,945"
1168,Adrian Grunberg,"$94,243,747",3,"$31,414,582"
1169,Nicholas Hytner,"$94,147,771",7,"$13,449,682"
1170,Bob Fosse,"$93,698,355",5,"$18,739,671"
1171,Mike Binder,"$93,561,782",8,"$11,695,223"
1172,Brian Henson,"$93,558,353",3,"$31,186,118"
1173,Katsuichi Nakayama,"$93,440,870",1,"$93,440,870"
1174,Michael Pressman,"$93,258,224",4,"$23,314,556"
1175,Wim Wenders,"$93,177,266",25,"$3,727,091"
1176,Lee Hwan-kyung,"$93,161,160",3,"$31,053,720"
1177,John Herzfeld,"$92,899,812",5,"$18,579,962"
1178,Geoffrey Sax,"$92,800,907",2,"$46,400,454"
1179,Bob Swaim,"$92,725,143",2,"$46,362,572"
1180,Shinsuke Sato,"$92,628,670",6,"$15,438,112"
1181,Jonathan Kaplan,"$92,628,057",6,"$15,438,010"
1182,Justin Baldoni,"$92,554,209",3,"$30,851,403"
1183,Matteo Garrone,"$92,378,460",6,"$15,396,410"
1184,Terry Zwigoff,"$92,266,436",4,"$23,066,609"
1185,Yukihiko Tsutsumi,"$92,202,493",10,"$9,220,249"
1186,Michael Philippou,"$92,181,818",2,"$46,090,909"
1187,Danny Philippou,"$92,181,818",2,"$46,090,909"
1188,Patrick Tatopoulos,"$92,141,886",1,"$92,141,886"
1189,Ringo Lam,"$92,127,970",5,"$18,425,594"
1190,Nicolas Winding Refn,"$92,116,055",4,"$23,029,014"
1191,John Wells,"$92,075,070",3,"$30,691,690"
1192,Richard Brooks,"$92,031,330",14,"$6,573,666"
1193,Huang Jianxin,"$91,858,600",2,"$45,929,300"
1194,Sean Cunningham,"$91,750,222",4,"$22,937,556"
1195,Joan Chen,"$91,724,202",3,"$30,574,734"
1196,Morgan Spurlock,"$91,689,355",8,"$11,461,169"
1197,Alex Garland,"$91,619,277",4,"$22,904,819"
1198,Abby Kohn,"$91,444,095",2,"$45,722,048"
1199,Marc Silverstein,"$91,444,095",2,"$45,722,048"
1200,Jim Jarmusch,"$91,422,719",14,"$6,530,194"
1201,Rob Greenberg,"$91,244,913",1,"$91,244,913"
1202,Michael Haneke,"$91,221,930",7,"$13,031,704"
1203,Dennis Hopper,"$91,147,788",6,"$15,191,298"
1204,Akiva Schaffer,"$91,038,729",5,"$18,207,746"
1205,Jeff Kanew,"$90,774,764",6,"$15,129,127"
1206,Robert Moore,"$90,732,599",3,"$30,244,200"
1207,Steven Antin,"$90,552,675",1,"$90,552,675"
1208,Rob Stevenhagen,"$90,482,317",1,"$90,482,317"
1209,Christian Duguay,"$90,448,675",7,"$12,921,239"
1210,Jake Schreier,"$90,387,861",4,"$22,596,965"
1211,Tim Robbins,"$90,288,968",3,"$30,096,323"
1212,Jane Campion,"$90,266,073",8,"$11,283,259"
1213,Robert Iscove,"$90,187,340",4,"$22,546,835"
1214,Olivier Baroux,"$90,067,894",6,"$15,011,316"
1215,Bruce Neibaur,"$90,000,000",1,"$90,000,000"
1216,Ben Palmer,"$89,967,315",2,"$44,983,658"
1217,Eiichirō Hasumi,"$89,769,670",4,"$22,442,418"
1218,Kenneth Lonergan,"$89,184,515",3,"$29,728,172"
1219,Phil Joanou,"$89,159,665",7,"$12,737,095"
1220,Tony Ching,"$89,053,765",2,"$44,526,883"
1221,Tom Laughlin,"$89,040,907",2,"$44,520,454"
1222,Zheng Dasheng,"$89,005,916",3,"$29,668,639"
1223,Sean Penn,"$88,913,994",7,"$12,701,999"
1224,Nobuhiro Doi,"$88,865,987",4,"$22,216,497"
1225,Keishi Ohtomo,"$88,746,164",8,"$11,093,271"
1226,Klim Shipenko,"$88,687,285",6,"$14,781,214"
1227,Jeffrey Lau,"$88,639,239",5,"$17,727,848"
1228,Stuart Beattie,"$87,980,226",2,"$43,990,113"
1229,Lau Ho-leung,"$87,757,628",2,"$43,878,814"
1230,Hwang Dong-hyuk,"$87,508,799",2,"$43,754,400"
1231,Ted Post,"$87,269,482",8,"$10,908,685"
1232,Katsuyuki Motohiro,"$87,051,253",4,"$21,762,813"
1233,Richard Rich,"$87,024,021",12,"$7,252,002"
1234,David Mirkin,"$86,989,178",2,"$43,494,589"
1235,Michael Curtiz,"$86,877,705",24,"$3,619,904"
1236,Yuhan Wu,"$86,876,449",1,"$86,876,449"
1237,Mike Judge,"$86,647,548",4,"$21,661,887"
1238,Stephen Kay,"$86,622,877",4,"$21,655,719"
1239,Barry Jenkins,"$86,405,028",5,"$17,281,006"
1240,Gennaro Nunziante,"$86,274,627",4,"$21,568,657"
1241,Sanjay Leela Bhansali,"$86,123,165",4,"$21,530,791"
1242,Derek Cianfrance,"$85,859,421",3,"$28,619,807"
1243,Chun Zhang,"$85,717,566",1,"$85,717,566"
1244,Liang Xuan,"$85,717,566",1,"$85,717,566"
1245,Ernest Dickerson,"$85,568,060",7,"$12,224,009"
1246,Alexandre Avancini,"$85,489,689",3,"$28,496,563"
1247,Christian Rivers,"$85,481,904",1,"$85,481,904"
1248,R.J. Cutler,"$85,437,990",5,"$17,087,598"
1249,Todd Field,"$85,403,939",3,"$28,467,980"
1250,Randa Haines,"$85,273,914",3,"$28,424,638"
1251,Otto Bathurst,"$85,210,012",1,"$85,210,012"
1252,Hironobu Sakaguchi,"$85,131,830",1,"$85,131,830"
1253,Todd Strauss-Schulson,"$85,056,932",4,"$21,264,233"
1254,Jim Henson,"$84,875,561",3,"$28,291,854"
1255,Luca Guadagnino,"$84,694,077",13,"$6,514,929"
1256,Reid Carolin,"$84,677,678",2,"$42,338,839"
1257,Channing Tatum,"$84,677,678",2,"$42,338,839"
1258,Ole Bornedal,"$84,454,310",6,"$14,075,718"
1259,Wei Zheng,"$84,379,069",2,"$42,189,535"
1260,Takashi Otsuka,"$84,372,182",2,"$42,186,091"
1261,Ben Sharpsteen,"$84,318,429",2,"$42,159,215"
1262,Eric Lartigau,"$84,181,103",5,"$16,836,221"
1263,Alan Alda,"$84,155,103",4,"$21,038,776"
1264,Mennan Yapo,"$84,146,832",1,"$84,146,832"
1265,Liang Su,"$84,135,517",1,"$84,135,517"
1266,Sammo Hung Kam-Bo,"$84,069,470",5,"$16,813,894"
1267,Bryan Bertino,"$83,881,655",5,"$16,776,331"
1268,Yôjirô Takita,"$83,746,331",5,"$16,749,266"
1269,Josh Stolberg,"$83,660,160",3,"$27,886,720"
1270,Simon McQuoid,"$83,508,259",1,"$83,508,259"
1271,Marielle Heller,"$83,387,341",4,"$20,846,835"
1272,Burt Reynolds,"$83,284,109",4,"$20,821,027"
1273,Javier Gutierrez,"$82,917,283",1,"$82,917,283"
1274,Anthony LaMolinara,"$82,891,949",1,"$82,891,949"
1275,Zhao Xiaoding,"$82,891,949",1,"$82,891,949"
1276,Rob Savage,"$82,851,954",3,"$27,617,318"
1277,Buddy Van Horn,"$82,830,828",2,"$41,415,414"
1278,"Mike ""Mouse"" McCoy","$82,497,035",1,"$82,497,035"
1279,Stella Meghie,"$82,307,517",4,"$20,576,879"
1280,Johnnie To,"$82,274,100",8,"$10,284,263"
1281,Tom Gormican,"$82,185,275",2,"$41,092,638"
1282,Aleksander Bach,"$82,182,803",1,"$82,182,803"
1283,Pitof,"$82,078,046",1,"$82,078,046"
1284,Stephen Fung,"$81,687,093",5,"$16,337,419"
1285,Fabien Onteniente,"$81,621,336",3,"$27,207,112"
1286,Steve Gordon,"$81,464,486",1,"$81,464,486"
1287,Jacky Wu,"$81,461,069",1,"$81,461,069"
1288,John Crowley,"$81,431,355",5,"$16,286,271"
1289,Stefano Solima,"$81,401,113",2,"$40,700,557"
1290,Anna J. Foerster,"$81,209,222",2,"$40,604,611"
1291,Takahisa Zeze,"$81,139,850",10,"$8,113,985"
1292,Aneesh Chaganty,"$81,127,557",3,"$27,042,519"
1293,Patrick Gilmore,"$80,767,884",1,"$80,767,884"
1294,Mary Lambert,"$80,479,801",6,"$13,413,300"
1295,Wolfgang Becker,"$80,355,402",2,"$40,177,701"
1296,George C. Wolfe,"$80,272,400",5,"$16,054,480"
1297,Jeremy Garelick,"$80,171,596",4,"$20,042,899"
1298,Christian Gudegast,"$80,147,166",2,"$40,073,583"
1299,Hyung-rae Shim,"$80,079,608",3,"$26,693,203"
1300,Richard Eyre,"$80,013,424",8,"$10,001,678"
1301,James Frawley,"$79,990,306",4,"$19,997,577"
1302,Costa-Gavras,"$79,579,230",11,"$7,234,475"
1303,Ken Annakin,"$79,495,487",3,"$26,498,496"
1304,Joseph L. Mankiewicz,"$79,413,128",4,"$19,853,282"
1305,Anton Megerdichev,"$79,390,285",3,"$26,463,428"
1306,Susanna Fogel,"$79,358,603",4,"$19,839,651"
1307,Florent-Emilio Siri,"$79,355,507",2,"$39,677,754"
1308,Wataru Takahashi,"$79,269,719",4,"$19,817,430"
1309,Fred Wolf,"$79,256,010",6,"$13,209,335"
1310,Joe Camp,"$79,063,152",5,"$15,812,630"
1311,Thomas Vinterberg,"$78,910,888",8,"$9,863,861"
1312,Gail Mancuso,"$78,867,205",1,"$78,867,205"
1313,Peter Cornwell,"$78,758,522",2,"$39,379,261"
1314,Tony Bill,"$78,743,301",7,"$11,249,043"
1315,Ken Scott,"$78,674,398",5,"$15,734,880"
1316,Rick Rosenthal,"$78,491,553",8,"$9,811,444"
1317,Howard Hawks,"$78,485,897",17,"$4,616,817"
1318,Michael J. Bassett,"$78,448,056",6,"$13,074,676"
1319,Yongchang Li,"$78,392,065",2,"$39,196,033"
1320,William Malone,"$78,379,831",2,"$39,189,916"
1321,Aleksey Nuzhnyy,"$78,326,658",8,"$9,790,832"
1322,Reginald Hudlin,"$78,220,349",11,"$7,110,941"
1323,Gary David Goldberg,"$78,143,328",2,"$39,071,664"
1324,Mark Rydell,"$77,924,987",6,"$12,987,498"
1325,Sanaa Hamri,"$77,621,465",4,"$19,405,366"
1326,Mark L. Lester,"$77,577,517",9,"$8,619,724"
1327,Til Schweiger,"$77,559,870",8,"$9,694,984"
1328,Juan Jose Campanella,"$77,546,087",3,"$25,848,696"
1329,Joseph Zito,"$77,522,384",4,"$19,380,596"
1330,Chris Rock,"$77,490,917",3,"$25,830,306"
1331,Jaume Balaguero,"$77,431,229",7,"$11,061,604"
1332,Everado Gout,"$77,422,405",2,"$38,711,203"
1333,Paolo Sorrentino,"$77,289,666",8,"$9,661,208"
1334,Jeff Tomsic,"$77,024,944",6,"$12,837,491"
1335,"John R. Cherry, III","$76,741,060",3,"$25,580,353"
1336,John Sanford,"$76,482,461",1,"$76,482,461"
1337,Tian Yu-sheng,"$76,481,594",2,"$38,240,797"
1338,Ken Loach,"$76,348,755",18,"$4,241,598"
1339,Nuel C. Naval,"$76,283,565",4,"$19,070,891"
1340,Brian Percival,"$76,086,711",2,"$38,043,356"
1341,Courtney Solomon,"$76,029,231",3,"$25,343,077"
1342,James Bridges,"$75,955,222",4,"$18,988,806"
1343,Mario Van Peebles,"$75,908,230",11,"$6,900,748"
1344,Michael Showalter,"$75,898,727",7,"$10,842,675"
1345,Jake Szymanski,"$75,898,100",2,"$37,949,050"
1346,Jimming Guo,"$75,490,000",1,"$75,490,000"
1347,Alan Poul,"$75,281,179",1,"$75,281,179"
1348,Yoshihiro Nakamura,"$75,226,301",6,"$12,537,717"
1349,Michael Cuesta,"$74,974,670",3,"$24,991,557"
1350,Michael Schultz,"$74,768,681",9,"$8,307,631"
1351,Ilya Naishuller,"$74,699,904",2,"$37,349,952"
1352,Robert Harmon,"$74,561,690",13,"$5,735,515"
1353,Anne Fontaine,"$74,365,514",12,"$6,197,126"
1354,Bob Spiers,"$74,344,420",2,"$37,172,210"
1355,Gene Wilder,"$74,341,544",5,"$14,868,309"
1356,Takahiro Miki,"$74,328,131",11,"$6,757,103"
1357,Vincent Kesteloot,"$73,996,771",2,"$36,998,386"
1358,Steve Shill,"$73,964,713",1,"$73,964,713"
1359,Bryan Spicer,"$73,874,414",3,"$24,624,805"
1360,Peggy Holmes,"$73,816,079",3,"$24,605,360"
1361,Kevin Bray,"$73,729,528",2,"$36,864,764"
1362,Yao Yoyo,"$73,724,082",1,"$73,724,082"
1363,Steven Zaillian,"$73,497,832",3,"$24,499,277"
1364,Allen Coulter,"$73,332,371",2,"$36,666,186"
1365,George Stevens,"$73,189,167",9,"$8,132,130"
1366,Mark Herman,"$73,127,197",5,"$14,625,439"
1367,Patryk Vega,"$73,125,029",13,"$5,625,002"
1368,Frant Fwo,"$73,050,000",1,"$73,050,000"
1369,Craig Mazin,"$73,039,298",2,"$36,519,649"
1370,Alexandre Astier,"$73,008,590",2,"$36,504,295"
1371,Jeremy Degruson,"$72,997,543",2,"$36,498,772"
1372,Mike Tollin,"$72,987,519",2,"$36,493,760"
1373,Ken Marino,"$72,847,059",2,"$36,423,530"
1374,Lee Toland Krieger,"$72,772,225",2,"$36,386,113"
1375,Gao Ke,"$72,760,000",1,"$72,760,000"
1376,Nacho G. Velilla,"$72,746,084",6,"$12,124,347"
1377,Tie Wei,"$72,506,344",1,"$72,506,344"
1378,Takeshi Kitano,"$72,467,056",13,"$5,574,389"
1379,David Mamet,"$72,446,093",11,"$6,586,008"
1380,Robert Lorenz,"$72,324,611",3,"$24,108,204"
1381,Chris Kentis,"$72,129,401",2,"$36,064,701"
1382,Albert Magnoli,"$71,965,849",2,"$35,982,925"
1383,Shinji Ushiro,"$71,791,741",2,"$35,895,871"
1384,Alfonso Arau,"$71,664,677",2,"$35,832,339"
1385,Nicolai Fuglsig,"$71,118,378",1,"$71,118,378"
1386,Matthew O'Callaghan,"$71,052,604",1,"$71,052,604"
1387,Christopher Spencer,"$70,949,793",1,"$70,949,793"
1388,Kim Ji-hoon,"$70,907,677",3,"$23,635,892"
1389,Juan Carlos Fresnadillo,"$70,848,866",4,"$17,712,217"
1390,Joel Edgerton,"$70,841,127",2,"$35,420,564"
1391,Tom Brady,"$70,708,058",3,"$23,569,353"
1392,Daniel Petrie,"$70,703,881",6,"$11,783,980"
1393,Masato Harada,"$70,615,661",7,"$10,087,952"
1394,Billy Ray,"$70,523,400",3,"$23,507,800"
1395,Prachya Pinkaew,"$70,502,975",4,"$17,625,744"
1396,Yasuichirô Yamamoto,"$70,299,332",4,"$17,574,833"
1397,Jonathan Li,"$70,251,804",2,"$35,125,902"
1398,William Shatner,"$70,200,000",4,"$17,550,000"
1399,Jean-Marie Poire,"$70,171,878",2,"$35,085,939"
1400,Danial Stamm,"$70,165,900",1,"$70,165,900"
1401,Zhang Jiajia,"$70,065,568",1,"$70,065,568"
1402,John Flynn,"$70,051,158",5,"$14,010,232"
1403,Keith Merryman,"$70,027,933",1,"$70,027,933"
1404,David Newman,"$70,027,933",1,"$70,027,933"
1405,Graeme Ferguson,"$70,000,000",1,"$70,000,000"
1406,Andrew V. McLaglen,"$69,787,676",13,"$5,368,283"
1407,Chen Li,"$69,709,252",2,"$34,854,626"
1408,Asghar Farhadi,"$69,660,364",7,"$9,951,481"
1409,Paul Brickman,"$69,591,795",2,"$34,795,898"
1410,Philippe Lacheau,"$69,319,825",5,"$13,863,965"
1411,Don Taylor,"$68,947,800",4,"$17,236,950"
1412,Dave Filoni,"$68,695,443",1,"$68,695,443"
1413,Jun Li,"$68,607,648",4,"$17,151,912"
1414,Frank Perry,"$68,459,512",6,"$11,409,919"
1415,Hu Jia,"$68,419,297",1,"$68,419,297"
1416,Cen Junyi,"$68,419,297",1,"$68,419,297"
1417,Brothers Strause,"$68,264,973",1,"$68,264,973"
1418,Dinesh D'Souza,"$68,245,767",6,"$11,374,295"
1419,Douglas McGrath,"$68,231,762",4,"$17,057,941"
1420,Zach Helm,"$68,191,643",1,"$68,191,643"
1421,Chris Carter,"$68,170,792",1,"$68,170,792"
1422,John Dahl,"$68,101,626",7,"$9,728,804"
1423,Benny Boom,"$67,869,945",2,"$33,934,973"
1424,Scott Frank,"$67,663,605",2,"$33,831,803"
1425,Blitz Bazawule,"$67,518,320",2,"$33,759,160"
1426,Wenjun Yang,"$67,458,479",1,"$67,458,479"
1427,Andrew Dominik,"$67,448,503",6,"$11,241,417"
1428,Alex de la Iglesia,"$67,388,100",14,"$4,813,436"
1429,Grant Heslov,"$67,348,218",1,"$67,348,218"
1430,Beier Bao (包贝尔),"$67,223,808",4,"$16,805,952"
1431,Sang Geun Lee,"$67,043,823",1,"$67,043,823"
1432,Jang Joon-hwan,"$66,910,217",3,"$22,303,406"
1433,John McNaughton,"$66,878,565",5,"$13,375,713"
1434,Tony Goldwyn,"$66,868,663",5,"$13,373,733"
1435,Richard Pearce,"$66,788,289",6,"$11,131,382"
1436,Han Lee (이한),"$66,742,403",5,"$13,348,481"
1437,Larry Peerce,"$66,516,151",6,"$11,086,025"
1438,Il-Hyeong Lee,"$66,336,016",1,"$66,336,016"
1439,John Weiley,"$66,082,855",3,"$22,027,618"
1440,Nadine Labaki,"$65,797,588",3,"$21,932,529"
1441,Hiroaki Miyamoto,"$65,796,025",1,"$65,796,025"
1442,Eric Bergeron,"$65,700,000",1,"$65,700,000"
1443,Don Paul,"$65,700,000",1,"$65,700,000"
1444,Bruce A. Evans,"$65,607,147",2,"$32,803,574"
1445,Pablo Larrain,"$65,497,231",11,"$5,954,294"
1446,Gary McKendry,"$65,409,046",1,"$65,409,046"
1447,Liz Friedlander,"$65,390,493",1,"$65,390,493"
1448,Yuzhong Zhang,"$65,330,000",2,"$32,665,000"
1449,Anurag Basu,"$65,223,416",6,"$10,870,569"
1450,Ted Berman,"$65,187,923",2,"$32,593,962"
1451,Jeong-beom Lee,"$65,161,160",3,"$21,720,387"
1452,Koki Mitani,"$65,158,826",3,"$21,719,609"
1453,Harve Foster,"$65,000,000",1,"$65,000,000"
1454,Chris Gorak,"$64,626,786",1,"$64,626,786"
1455,Richard Franklin,"$64,516,233",5,"$12,903,247"
1456,Levan Gabriadze,"$64,442,251",2,"$32,221,126"
1457,Gary Chapman,"$64,188,387",1,"$64,188,387"
1458,Gregory Nava,"$64,179,626",6,"$10,696,604"
1459,John Irvin,"$64,110,994",10,"$6,411,099"
1460,Peter Pau,"$64,036,296",1,"$64,036,296"
1461,Shigeharu Takahashi,"$63,838,006",2,"$31,919,003"
1462,Edward Norton,"$63,813,680",2,"$31,906,840"
1463,Hany Abu-Assad,"$63,784,619",5,"$12,756,924"
1464,Troy Miller,"$63,631,732",3,"$21,210,577"
1465,Doug McHenry,"$63,621,307",3,"$21,207,102"
1466,Charles Crichton,"$63,493,000",3,"$21,164,333"
1467,Dan Gilroy,"$63,301,430",4,"$15,825,358"
1468,Frank Pierson,"$63,129,898",1,"$63,129,898"
1469,Hans Petter Moland,"$63,122,901",7,"$9,017,557"
1470,Preston A. Whitmore II,"$63,080,720",6,"$10,513,453"
1471,Francis Glebas,"$62,870,546",1,"$62,870,546"
1472,Yu Li,"$62,850,000",3,"$20,950,000"
1473,Salim Akil,"$62,818,924",2,"$31,409,462"
1474,Yulai Lu,"$62,810,000",1,"$62,810,000"
1475,Tien Jen Huang,"$62,785,575",1,"$62,785,575"
1476,Timothy Reckart,"$62,606,549",2,"$31,303,275"
1477,Taylor Sheridan,"$62,586,610",3,"$20,862,203"
1478,Iain Morris,"$62,523,842",4,"$15,630,961"
1479,Jae-rim Han,"$62,490,342",1,"$62,490,342"
1480,Christopher Koch,"$62,452,927",1,"$62,452,927"
1481,Javier Fesser,"$62,426,328",4,"$15,606,582"
1482,Joel Gallen,"$62,401,343",1,"$62,401,343"
1483,Tom Mankiewicz,"$62,142,853",2,"$31,071,427"
1484,Zhang Zhiliang,"$61,850,000",1,"$61,850,000"
1485,Brian Gibson,"$61,831,880",2,"$30,915,940"
1486,George Sidney,"$61,790,891",13,"$4,753,145"
1487,Vincente Minnelli,"$61,771,036",18,"$3,431,724"
1488,Robert Lieberman,"$61,537,543",7,"$8,791,078"
1489,Sir Carol Reed,"$61,491,699",8,"$7,686,462"
1490,Geoff Murphy,"$61,331,888",6,"$10,221,981"
1491,Clare Kilner,"$61,300,554",3,"$20,433,518"
1492,Jayson Thiessen,"$61,294,644",2,"$30,647,322"
1493,Jonathan Hensleigh,"$61,233,233",3,"$20,411,078"
1494,Luo Luo,"$61,184,536",3,"$20,394,845"
1495,Duwayne Dunham,"$61,139,686",4,"$15,284,922"
1496,Lee Gye-Byeok,"$61,059,280",3,"$20,353,093"
1497,David Moreau,"$61,034,326",4,"$15,258,582"
1498,Joshua Michael Stern,"$60,992,382",3,"$20,330,794"
1499,Jeremy Paul Kagan,"$60,820,285",7,"$8,688,612"
1500,Yoon-dong Oh,"$60,705,214",7,"$8,672,173"
1501,Cathy Malkasian,"$60,694,737",1,"$60,694,737"
1502,Jeff McGrath,"$60,694,737",1,"$60,694,737"
1503,Don Hahn,"$60,598,989",4,"$15,149,747"
1504,Tom Ford,"$60,541,060",2,"$30,270,530"
1505,Agnieszka Holland,"$60,489,066",10,"$6,048,907"
1506,Susana Garcia,"$60,378,656",3,"$20,126,219"
1507,David M. Rosenthal,"$60,303,648",6,"$10,050,608"
1508,Sho Tsukikawa,"$60,168,223",6,"$10,028,037"
1509,Joe Berlinger,"$60,102,978",11,"$5,463,907"
1510,Disha Zhang,"$60,006,412",2,"$30,003,206"
1511,Nicolas Vanier,"$59,960,166",6,"$9,993,361"
1512,Michel Tiddes,"$59,922,558",1,"$59,922,558"
1513,Diane Keaton,"$59,796,723",2,"$29,898,362"
1514,Randall Miller,"$59,677,486",7,"$8,525,355"
1515,Xu Jinglei,"$59,529,733",2,"$29,764,867"
1516,James Huth,"$59,517,921",4,"$14,879,480"
1517,Kim Byung-seo,"$59,505,509",1,"$59,505,509"
1518,Hae-Juh Lee,"$59,505,509",1,"$59,505,509"
1519,Hiroaki Matsuyama,"$58,900,670",3,"$19,633,557"
1520,Jae Hyeon Jang (장재현),"$58,895,044",1,"$58,895,044"
1521,Tom Harper,"$58,463,233",5,"$11,692,647"
1522,Tadayoshi Yamamuro,"$58,408,363",1,"$58,408,363"
1523,Yang Qing,"$58,380,950",1,"$58,380,950"
1524,Charles Grosvenor,"$58,270,391",1,"$58,270,391"
1525,Glenn Gordon Caron,"$58,248,762",3,"$19,416,254"
1526,Jean-Philippe Vine,"$58,234,808",1,"$58,234,808"
1527,Albert Brooks,"$58,156,058",6,"$9,692,676"
1528,Scott Beck,"$58,032,601",3,"$19,344,200"
1529,Bryan Woods,"$58,032,601",3,"$19,344,200"
1530,Damon Beesley,"$58,000,000",1,"$58,000,000"
1531,David Anspaugh,"$57,998,233",3,"$19,332,744"
1532,Jocelyn Moorhouse,"$57,996,008",5,"$11,599,202"
1533,Ken Russell,"$57,957,706",8,"$7,244,713"
1534,Jenny Gage,"$57,938,759",2,"$28,969,380"
1535,Greg McLean,"$57,828,996",6,"$9,638,166"
1536,Stuart Gillard,"$57,777,798",4,"$14,444,450"
1537,Wash Westmoreland,"$57,679,687",4,"$14,419,922"
1538,Sandra Ng,"$57,628,372",1,"$57,628,372"
1539,Xavier Palud,"$57,577,765",1,"$57,577,765"
1540,Michael Radford,"$57,528,470",9,"$6,392,052"
1541,Audrey Wells,"$57,490,024",1,"$57,490,024"
1542,Robert Pulcini,"$57,267,833",6,"$9,544,639"
1543,Shari Springer Berman,"$57,267,833",6,"$9,544,639"
1544,Gilles de Maistre,"$57,240,530",6,"$9,540,088"
